Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Germany,GDP Constant Prices,2012-06-30T00:00:00,804.193,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2012-09-30T00:00:00,805.917,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2012-12-31T00:00:00,803.244,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2013-03-31T00:00:00,798.781,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2013-06-30T00:00:00,808.44,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2013-09-30T00:00:00,812.493,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2013-12-31T00:00:00,813.442,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2014-03-31T00:00:00,821.937,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2014-06-30T00:00:00,822.195,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2014-09-30T00:00:00,826.421,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2014-12-31T00:00:00,832.544,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2015-03-31T00:00:00,830.669,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2015-06-30T00:00:00,835.757,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2015-09-30T00:00:00,839.637,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2015-12-31T00:00:00,843.518,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2016-03-31T00:00:00,851.69,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2016-06-30T00:00:00,854.449,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2016-09-30T00:00:00,857.037,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2016-12-31T00:00:00,860.486,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2017-03-31T00:00:00,870.792,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2017-06-30T00:00:00,878.381,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2017-09-30T00:00:00,884.504,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2017-12-31T00:00:00,892.956,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2018-03-31T00:00:00,888.622,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2018-06-30T00:00:00,895.09,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2018-09-30T00:00:00,888.622,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2018-12-31T00:00:00,894.228,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2019-03-31T00:00:00,899.23,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2019-06-30T00:00:00,899.833,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2019-09-30T00:00:00,902.248,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2019-12-31T00:00:00,901.903,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2020-03-31T00:00:00,882.046,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2020-06-30T00:00:00,803.569,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
Germany,GDP Constant Prices,2020-09-30T00:00:00,873.508,Quarterly,GERMANYGDPCONPRI,2024-09-19T08:56:00
