Date,SP_Close,Open,Volume,High,Low,Adj Close,Gdp,Zew,Gfk,Ifo,Interest,Inf,Co_usd,Oil_usd,Gold_usd,Bond_2,Bond_10,Eu_usd,Close,SMA_20,EMA_20,RSI_14,Middle_Band,Upper_Band,Lower_Band,EMA_12,EMA_26,MACD,MACD_Signal,Low_14,High_14,%k,%d,CMF
1999-12-15,1421.030029296875,1418.780029296875,1349800000.0,1431.77001953125,1418.780029296875,1421.030029296875,688.48,84.5,16.2,104.4,3.0,1.1,0.795,25.43,282.5,3.99,4.969,1.0071,6232.75,6011.7240234375,6022.833164082149,74.97599594358418,6011.7240234375,6278.568525896556,5744.879520978445,6095.510632203741,5975.755450520237,119.7551816835039,110.60345722878321,5888.8798828125,6232.75,100.0,96.90528363406959,617.9774204900962
1999-12-16,1418.0899658203125,1421.030029296875,904600000.0,1429.1600341796875,1411.0999755859375,1418.0899658203125,688.48,84.5,16.2,104.4,3.0,1.1,0.826,26.09,281.7,4.071,4.969,1.0161,6341.2900390625,6031.28603515625,6053.162390270754,79.55665488420017,6031.28603515625,6334.040077655846,5728.531992656654,6133.32284864355,6002.832086708552,130.49076193499786,114.58091817002615,5888.8798828125,6341.2900390625,100.0,100.0,585.8029216867882
1999-12-17,1433.4300537109375,1418.0899658203125,963500000.0,1436.469970703125,1414.800048828125,1433.4300537109375,688.48,84.5,16.2,104.4,3.0,1.1,0.8305,25.52,283.3,4.121,5.203,1.0079,6353.89990234375,6051.18251953125,6081.804058087229,89.29520722427655,6051.18251953125,6383.914395589344,5718.450643473157,6167.257779982043,6028.837110088937,138.4206698931057,119.34886851464208,5896.0400390625,6353.89990234375,100.0,100.0,572.9685028283516
1999-12-20,1436.1300048828125,1433.4300537109375,850000000.0,1440.02001953125,1429.1300048828125,1436.1300048828125,688.48,84.5,16.2,104.4,3.0,1.1,0.8315,25.3,284.0,4.103,5.203,1.013,6378.66015625,6079.121020507812,6110.0760674360645,89.60442297459306,6079.121020507812,6423.705933534568,5734.536107481056,6199.781222484806,6054.74992832309,145.03129416171578,124.48535364405683,5933.83984375,6378.66015625,100.0,100.0,596.2165886597098
1999-12-21,1458.3399658203125,1436.1300048828125,728600000.0,1461.43994140625,1436.1300048828125,1458.3399658203125,688.48,84.5,16.2,104.4,3.0,1.1,0.8185,25.29,286.75,4.098,5.203,1.0094,6418.68017578125,6109.318017578125,6139.46693489751,89.64216561068991,6109.318017578125,6462.103972683867,5756.532062472384,6233.457984530412,6081.707724431102,151.75026009931025,129.93833493510752,5937.2001953125,6418.68017578125,100.0,100.0,594.8745903523512
1999-12-22,1457.0999755859375,1458.3399658203125,722600000.0,1463.18994140625,1450.8299560546875,1457.0999755859375,688.48,84.5,16.2,104.4,3.0,1.1,0.8385,24.65,286.8,4.111,5.257,1.0094,6492.52978515625,6143.0080078125,6173.091968255485,90.71270092077577,6143.0080078125,6507.449819131733,5778.566196493267,6273.315184626696,6112.138988188521,161.17619643817488,136.185907235721,6097.89990234375,6492.52978515625,100.0,100.0,597.0967094932431
1999-12-23,1457.6600341796875,1457.0899658203125,655400000.0,1462.6800537109375,1452.780029296875,1457.6600341796875,688.48,84.5,16.2,104.4,3.0,1.1,0.837,25.19,286.7,4.086,5.246,1.0159,6782.39013671875,6184.055004882813,6231.120365251987,91.98123033880462,6184.055004882813,6636.6577373544815,5731.452272411144,6351.634408025473,6161.787221412982,189.847186612491,146.91816311107502,6097.89990234375,6782.39013671875,100.0,100.0,607.4983679124072
1999-12-27,1463.4599609375,1457.6600341796875,567860000.0,1467.469970703125,1457.6600341796875,1463.4599609375,688.48,84.5,16.2,104.4,3.0,1.1,0.8385,25.73,287.5,4.094,5.271,1.0125,6837.41015625,6228.022021484375,6288.86225010894,92.29343420151338,6228.022021484375,6753.213824002941,5702.830218965809,6426.369138521554,6211.833364734242,214.53577378731188,160.44168524632238,6097.89990234375,6837.41015625,100.0,100.0,633.5939720017892
1999-12-28,1464.469970703125,1463.4599609375,554680000.0,1473.0999755859375,1462.5999755859375,1464.469970703125,688.48,84.5,16.2,104.4,3.0,1.1,0.837,25.73,289.3,4.095,5.293,1.0069,6861.5400390625,6276.655029296875,6343.402991914041,92.36358070659293,6276.655029296875,6847.748134288142,5705.561924305608,6493.3185078355455,6259.959785054854,233.3587227806911,175.02509275319613,6097.89990234375,6861.5400390625,100.0,100.0,642.0096337314326
1999-12-29,1469.25,1464.469970703125,374050000.0,1472.4200439453125,1458.18994140625,1469.25,688.48,84.5,16.2,104.4,3.0,1.1,0.848,25.45,290.2,4.062,5.276,1.0043,6859.580078125,6324.83203125,6392.562714410323,97.19369929678324,6324.83203125,6922.672568097678,5726.991494402322,6549.66644172623,6304.37610306005,245.2903386661801,189.07814193579293,6097.89990234375,6861.5400390625,99.74333971680409,99.91444657226803,636.7883295034824
1999-12-30,1455.219970703125,1469.25,931800000.0,1478.0,1438.3599853515625,1455.219970703125,688.48,84.5,16.2,104.4,3.0,1.1,0.8525,25.08,287.8,4.096,5.33,1.008,6958.14013671875,6376.047045898437,6446.427230820649,97.4986306573728,6376.047045898437,7007.412803914069,5744.681287882806,6612.508548648156,6352.80306851625,259.70548013190546,203.20360957501546,6097.89990234375,6958.14013671875,100.0,99.91444657226803,640.7127979245685
2000-01-03,1399.4200439453125,1455.219970703125,1009000000.0,1455.219970703125,1397.4300537109375,1399.4200439453125,688.48,84.5,16.2,104.4,3.0,1.1,0.8525,25.73,288.5,4.332,5.468,1.0262,6750.759765625,6416.725024414062,6475.411281754397,80.46361041050072,6416.725024414062,7033.710399521451,5799.7396493066735,6633.777966644593,6382.281342376158,251.49662426843497,212.86221251369938,6127.2001953125,6958.14013671875,75.04267628021495,91.59533866567301,618.7050307447156
2000-01-04,1402.1099853515625,1399.4200439453125,1085500000.0,1413.27001953125,1377.6800537109375,1402.1099853515625,688.48,84.5,16.2,104.4,3.0,1.1,0.838,24.39,282.2,4.327,5.505,1.0308,6586.9501953125,6440.114038085938,6486.034035426597,69.06015813829205,6440.114038085938,7044.951324209879,5835.2767519619965,6626.573694131964,6397.44199814922,229.13169598274362,216.11610920750823,6187.990234375,6958.14013671875,51.802897036456095,75.61519110555702,604.0530938460225
2000-01-05,1403.449951171875,1402.1099853515625,1092300000.0,1411.9000244140625,1392.0999755859375,1403.449951171875,688.48,84.5,16.2,104.4,3.0,1.1,0.8475,23.73,280.75,4.323,5.487,1.0314,6502.06982421875,6458.1080322265625,6487.561253406802,62.766008541169924,6458.1080322265625,7046.824343732536,5869.391720720589,6607.419252606854,6405.192207487704,202.2270451191498,213.33829638983656,6232.75,6958.14013671875,37.12758288071007,54.657718732460374,588.0641708387293
