Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Germany,ZEW Economic Sentiment Index,2008-02-29T00:00:00,-39.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-03-31T00:00:00,-32,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-04-30T00:00:00,-40.7,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-05-31T00:00:00,-41.4,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-06-30T00:00:00,-52.4,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-07-31T00:00:00,-63.9,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-08-31T00:00:00,-55.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-09-30T00:00:00,-41.1,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-10-31T00:00:00,-63,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-11-30T00:00:00,-53.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2008-12-31T00:00:00,-45.2,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-01-31T00:00:00,-31,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-02-28T00:00:00,-5.8,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-03-31T00:00:00,-3.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-04-30T00:00:00,13,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-05-31T00:00:00,31.1,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-06-30T00:00:00,44.8,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-07-31T00:00:00,39.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-08-31T00:00:00,56.1,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-09-30T00:00:00,57.7,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-10-31T00:00:00,56,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-11-30T00:00:00,51.1,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2009-12-31T00:00:00,50.4,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-01-31T00:00:00,47.2,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-02-28T00:00:00,45.1,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-03-31T00:00:00,44.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-04-30T00:00:00,53,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-05-31T00:00:00,45.8,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-06-30T00:00:00,28.7,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-07-31T00:00:00,21.2,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-08-31T00:00:00,14,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-09-30T00:00:00,-4.3,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-10-31T00:00:00,-7.2,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-11-30T00:00:00,1.8,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2010-12-31T00:00:00,4.3,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-01-31T00:00:00,15.4,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-02-28T00:00:00,15.7,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-03-31T00:00:00,14.1,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-04-30T00:00:00,7.6,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-05-31T00:00:00,3.1,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-06-30T00:00:00,-9,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-07-31T00:00:00,-15.1,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-08-31T00:00:00,-37.6,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-09-30T00:00:00,-43.3,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-10-31T00:00:00,-48.3,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-11-30T00:00:00,-55.2,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2011-12-31T00:00:00,-53.8,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-01-31T00:00:00,-21.6,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-02-29T00:00:00,5.4,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-03-31T00:00:00,22.3,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-04-30T00:00:00,23.4,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-05-31T00:00:00,10.8,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-06-30T00:00:00,-16.9,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-07-31T00:00:00,-19.6,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-08-31T00:00:00,-25.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-09-30T00:00:00,-18.2,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-10-31T00:00:00,-11.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-11-30T00:00:00,-15.7,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2012-12-31T00:00:00,6.9,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-01-31T00:00:00,31.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-02-28T00:00:00,48.2,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-03-31T00:00:00,48.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-04-30T00:00:00,36.3,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-05-31T00:00:00,36.4,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-06-30T00:00:00,38.5,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-07-31T00:00:00,36.3,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-08-31T00:00:00,42,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-09-30T00:00:00,49.6,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-10-31T00:00:00,52.8,Monthly,GERMANYZEWECOSENIND,2013-11-01T19:13:00
Germany,ZEW Economic Sentiment Index,2013-11-30T00:00:00,54.6,Monthly,GERMANYZEWECOSENIND,2013-12-09T19:33:00
Germany,ZEW Economic Sentiment Index,2013-12-31T00:00:00,62,Monthly,GERMANYZEWECOSENIND,2013-12-17T10:00:00
Germany,ZEW Economic Sentiment Index,2014-01-31T00:00:00,61.7,Monthly,GERMANYZEWECOSENIND,2014-01-21T10:02:00
Germany,ZEW Economic Sentiment Index,2014-02-28T00:00:00,55.7,Monthly,GERMANYZEWECOSENIND,2014-02-18T10:01:00
Germany,ZEW Economic Sentiment Index,2014-03-31T00:00:00,46.6,Monthly,GERMANYZEWECOSENIND,2014-03-18T10:04:00
Germany,ZEW Economic Sentiment Index,2014-04-30T00:00:00,43.2,Monthly,GERMANYZEWECOSENIND,2014-04-15T10:03:00
Germany,ZEW Economic Sentiment Index,2014-05-31T00:00:00,33.1,Monthly,GERMANYZEWECOSENIND,2014-05-13T10:03:00
Germany,ZEW Economic Sentiment Index,2014-06-30T00:00:00,29.8,Monthly,GERMANYZEWECOSENIND,2014-06-17T10:01:00
Germany,ZEW Economic Sentiment Index,2014-07-31T00:00:00,27.1,Monthly,GERMANYZEWECOSENIND,2014-07-15T10:02:00
Germany,ZEW Economic Sentiment Index,2014-08-31T00:00:00,8.6,Monthly,GERMANYZEWECOSENIND,2014-08-12T10:02:00
Germany,ZEW Economic Sentiment Index,2014-09-30T00:00:00,6.9,Monthly,GERMANYZEWECOSENIND,2014-09-16T10:03:00
Germany,ZEW Economic Sentiment Index,2014-10-31T00:00:00,-3.6,Monthly,GERMANYZEWECOSENIND,2014-10-14T10:02:00
Germany,ZEW Economic Sentiment Index,2014-11-30T00:00:00,11.5,Monthly,GERMANYZEWECOSENIND,2014-11-18T10:01:00
Germany,ZEW Economic Sentiment Index,2014-12-31T00:00:00,34.9,Monthly,GERMANYZEWECOSENIND,2014-12-16T10:02:00
Germany,ZEW Economic Sentiment Index,2015-01-31T00:00:00,48.4,Monthly,GERMANYZEWECOSENIND,2015-01-20T10:03:00
Germany,ZEW Economic Sentiment Index,2015-02-28T00:00:00,53,Monthly,GERMANYZEWECOSENIND,2015-02-17T10:02:00
Germany,ZEW Economic Sentiment Index,2015-03-31T00:00:00,54.8,Monthly,GERMANYZEWECOSENIND,2015-03-17T10:07:00
Germany,ZEW Economic Sentiment Index,2015-04-30T00:00:00,53.3,Monthly,GERMANYZEWECOSENIND,2015-04-21T10:02:00
Germany,ZEW Economic Sentiment Index,2015-05-31T00:00:00,41.9,Monthly,GERMANYZEWECOSENIND,2015-05-19T10:02:00
Germany,ZEW Economic Sentiment Index,2015-06-30T00:00:00,31.5,Monthly,GERMANYZEWECOSENIND,2015-06-16T10:00:00
Germany,ZEW Economic Sentiment Index,2015-07-31T00:00:00,29.7,Monthly,GERMANYZEWECOSENIND,2015-07-14T10:00:00
Germany,ZEW Economic Sentiment Index,2015-08-31T00:00:00,25,Monthly,GERMANYZEWECOSENIND,2015-08-11T10:00:00
Germany,ZEW Economic Sentiment Index,2015-09-30T00:00:00,12.1,Monthly,GERMANYZEWECOSENIND,2015-09-15T10:00:00
Germany,ZEW Economic Sentiment Index,2015-10-31T00:00:00,1.9,Monthly,GERMANYZEWECOSENIND,2015-10-13T10:00:00
Germany,ZEW Economic Sentiment Index,2015-11-30T00:00:00,10.4,Monthly,GERMANYZEWECOSENIND,2015-11-17T10:01:00
Germany,ZEW Economic Sentiment Index,2015-12-31T00:00:00,16.1,Monthly,GERMANYZEWECOSENIND,2015-12-15T10:00:00
Germany,ZEW Economic Sentiment Index,2016-01-31T00:00:00,10.2,Monthly,GERMANYZEWECOSENIND,2016-01-19T10:00:00
Germany,ZEW Economic Sentiment Index,2016-02-29T00:00:00,1,Monthly,GERMANYZEWECOSENIND,2016-02-16T10:00:00
Germany,ZEW Economic Sentiment Index,2016-03-31T00:00:00,4.3,Monthly,GERMANYZEWECOSENIND,2016-03-22T10:00:00
Germany,ZEW Economic Sentiment Index,2016-04-30T00:00:00,11.2,Monthly,GERMANYZEWECOSENIND,2016-04-19T10:00:00
Germany,ZEW Economic Sentiment Index,2016-05-31T00:00:00,6.4,Monthly,GERMANYZEWECOSENIND,2016-05-24T10:00:00
Germany,ZEW Economic Sentiment Index,2016-06-30T00:00:00,19.2,Monthly,GERMANYZEWECOSENIND,2016-06-21T10:00:00
Germany,ZEW Economic Sentiment Index,2016-07-31T00:00:00,-6.8,Monthly,GERMANYZEWECOSENIND,2016-07-19T10:00:00
Germany,ZEW Economic Sentiment Index,2016-08-31T00:00:00,0.5,Monthly,GERMANYZEWECOSENIND,2016-08-16T10:00:00
Germany,ZEW Economic Sentiment Index,2016-09-30T00:00:00,0.5,Monthly,GERMANYZEWECOSENIND,2016-09-13T09:01:00
Germany,ZEW Economic Sentiment Index,2016-10-31T00:00:00,6.2,Monthly,GERMANYZEWECOSENIND,2016-10-11T09:00:00
Germany,ZEW Economic Sentiment Index,2016-11-30T00:00:00,13.8,Monthly,GERMANYZEWECOSENIND,2016-11-15T10:00:00
Germany,ZEW Economic Sentiment Index,2016-12-31T00:00:00,13.8,Monthly,GERMANYZEWECOSENIND,2016-12-13T10:00:00
Germany,ZEW Economic Sentiment Index,2017-01-31T00:00:00,16.6,Monthly,GERMANYZEWECOSENIND,2017-01-17T10:00:00
Germany,ZEW Economic Sentiment Index,2017-02-28T00:00:00,10.4,Monthly,GERMANYZEWECOSENIND,2017-02-14T10:01:00
Germany,ZEW Economic Sentiment Index,2017-03-31T00:00:00,12.8,Monthly,GERMANYZEWECOSENIND,2017-03-14T09:59:00
Germany,ZEW Economic Sentiment Index,2017-04-30T00:00:00,19.5,Monthly,GERMANYZEWECOSENIND,2017-04-11T08:57:00
Germany,ZEW Economic Sentiment Index,2017-05-31T00:00:00,20.6,Monthly,GERMANYZEWECOSENIND,2017-05-16T09:00:00
Germany,ZEW Economic Sentiment Index,2017-06-30T00:00:00,18.6,Monthly,GERMANYZEWECOSENIND,2017-06-13T09:00:00
Germany,ZEW Economic Sentiment Index,2017-07-31T00:00:00,17.5,Monthly,GERMANYZEWECOSENIND,2017-07-18T08:57:00
Germany,ZEW Economic Sentiment Index,2017-08-31T00:00:00,10,Monthly,GERMANYZEWECOSENIND,2017-09-19T09:14:00
Germany,ZEW Economic Sentiment Index,2017-09-30T00:00:00,17,Monthly,GERMANYZEWECOSENIND,2017-10-17T09:00:00
Germany,ZEW Economic Sentiment Index,2017-10-31T00:00:00,17.6,Monthly,GERMANYZEWECOSENIND,2017-11-14T10:00:00
Germany,ZEW Economic Sentiment Index,2017-11-30T00:00:00,18.7,Monthly,GERMANYZEWECOSENIND,2017-12-12T10:02:00
Germany,ZEW Economic Sentiment Index,2017-12-31T00:00:00,17.4,Monthly,GERMANYZEWECOSENIND,2018-01-23T10:00:00
Germany,ZEW Economic Sentiment Index,2018-01-31T00:00:00,20.4,Monthly,GERMANYZEWECOSENIND,2018-02-20T10:00:00
Germany,ZEW Economic Sentiment Index,2018-02-28T00:00:00,17.8,Monthly,GERMANYZEWECOSENIND,2018-03-20T10:00:00
Germany,ZEW Economic Sentiment Index,2018-03-31T00:00:00,5.1,Monthly,GERMANYZEWECOSENIND,2018-04-17T09:00:00
Germany,ZEW Economic Sentiment Index,2018-04-30T00:00:00,-8.2,Monthly,GERMANYZEWECOSENIND,2018-05-15T09:00:00
Germany,ZEW Economic Sentiment Index,2018-05-31T00:00:00,-8.2,Monthly,GERMANYZEWECOSENIND,2018-06-12T09:00:00
Germany,ZEW Economic Sentiment Index,2018-06-30T00:00:00,-16.1,Monthly,GERMANYZEWECOSENIND,2018-07-10T09:00:00
Germany,ZEW Economic Sentiment Index,2018-07-31T00:00:00,-24.7,Monthly,GERMANYZEWECOSENIND,2018-08-14T09:00:00
Germany,ZEW Economic Sentiment Index,2018-08-31T00:00:00,-13.7,Monthly,GERMANYZEWECOSENIND,2018-09-11T09:00:00
Germany,ZEW Economic Sentiment Index,2018-09-30T00:00:00,-10.6,Monthly,GERMANYZEWECOSENIND,2018-10-16T09:00:00
Germany,ZEW Economic Sentiment Index,2018-10-31T00:00:00,-24.7,Monthly,GERMANYZEWECOSENIND,2018-11-13T10:00:00
Germany,ZEW Economic Sentiment Index,2018-11-30T00:00:00,-24.1,Monthly,GERMANYZEWECOSENIND,2018-12-11T10:00:00
Germany,ZEW Economic Sentiment Index,2018-12-31T00:00:00,-17.5,Monthly,GERMANYZEWECOSENIND,2019-01-22T10:00:00
Germany,ZEW Economic Sentiment Index,2019-01-31T00:00:00,-15,Monthly,GERMANYZEWECOSENIND,2019-02-19T10:00:00
Germany,ZEW Economic Sentiment Index,2019-02-28T00:00:00,-13.4,Monthly,GERMANYZEWECOSENIND,2019-03-19T10:00:00
Germany,ZEW Economic Sentiment Index,2019-03-31T00:00:00,-3.6,Monthly,GERMANYZEWECOSENIND,2019-04-16T09:01:00
Germany,ZEW Economic Sentiment Index,2019-04-30T00:00:00,3.1,Monthly,GERMANYZEWECOSENIND,2019-05-14T09:00:00
Germany,ZEW Economic Sentiment Index,2019-05-31T00:00:00,-2.1,Monthly,GERMANYZEWECOSENIND,2019-06-18T09:00:00
Germany,ZEW Economic Sentiment Index,2019-06-30T00:00:00,-21.1,Monthly,GERMANYZEWECOSENIND,2019-07-16T09:00:00
Germany,ZEW Economic Sentiment Index,2019-07-31T00:00:00,-24.5,Monthly,GERMANYZEWECOSENIND,2019-08-13T09:00:00
Germany,ZEW Economic Sentiment Index,2019-08-31T00:00:00,-44.1,Monthly,GERMANYZEWECOSENIND,2019-09-17T09:00:00
Germany,ZEW Economic Sentiment Index,2019-09-30T00:00:00,-22.5,Monthly,GERMANYZEWECOSENIND,2019-10-15T09:00:00
Germany,ZEW Economic Sentiment Index,2019-10-31T00:00:00,-22.8,Monthly,GERMANYZEWECOSENIND,2019-11-12T10:00:00
Germany,ZEW Economic Sentiment Index,2019-11-30T00:00:00,-2.1,Monthly,GERMANYZEWECOSENIND,2019-12-10T10:00:00
Germany,ZEW Economic Sentiment Index,2019-12-31T00:00:00,10.7,Monthly,GERMANYZEWECOSENIND,2020-01-21T10:00:00
Germany,ZEW Economic Sentiment Index,2020-01-31T00:00:00,26.7,Monthly,GERMANYZEWECOSENIND,2020-02-18T10:00:00
Germany,ZEW Economic Sentiment Index,2020-02-29T00:00:00,8.7,Monthly,GERMANYZEWECOSENIND,2020-03-17T10:00:00
Germany,ZEW Economic Sentiment Index,2020-03-31T00:00:00,-49.5,Monthly,GERMANYZEWECOSENIND,2020-04-21T09:00:00
Germany,ZEW Economic Sentiment Index,2020-04-30T00:00:00,28.2,Monthly,GERMANYZEWECOSENIND,2020-05-19T09:00:00
Germany,ZEW Economic Sentiment Index,2020-05-31T00:00:00,51,Monthly,GERMANYZEWECOSENIND,2020-06-16T09:00:00
Germany,ZEW Economic Sentiment Index,2020-06-30T00:00:00,63.4,Monthly,GERMANYZEWECOSENIND,2020-07-14T09:00:00
Germany,ZEW Economic Sentiment Index,2020-07-31T00:00:00,59.3,Monthly,GERMANYZEWECOSENIND,2020-08-11T09:00:00
Germany,ZEW Economic Sentiment Index,2020-08-31T00:00:00,71.5,Monthly,GERMANYZEWECOSENIND,2020-09-15T09:00:00
Germany,ZEW Economic Sentiment Index,2020-09-30T00:00:00,77.4,Monthly,GERMANYZEWECOSENIND,2020-10-13T09:00:00
Germany,ZEW Economic Sentiment Index,2020-10-31T00:00:00,56.1,Monthly,GERMANYZEWECOSENIND,2020-11-10T10:00:00
Germany,ZEW Economic Sentiment Index,2020-11-30T00:00:00,39,Monthly,GERMANYZEWECOSENIND,2020-12-08T10:00:00
Germany,ZEW Economic Sentiment Index,2020-12-31T00:00:00,55,Monthly,GERMANYZEWECOSENIND,2021-01-19T10:00:00
Germany,ZEW Economic Sentiment Index,2021-01-31T00:00:00,61.8,Monthly,GERMANYZEWECOSENIND,2021-02-16T10:00:00
Germany,ZEW Economic Sentiment Index,2021-02-28T00:00:00,71.2,Monthly,GERMANYZEWECOSENIND,2021-03-16T10:00:00
Germany,ZEW Economic Sentiment Index,2021-03-31T00:00:00,76.6,Monthly,GERMANYZEWECOSENIND,2021-04-13T09:00:00
Germany,ZEW Economic Sentiment Index,2021-04-30T00:00:00,70.7,Monthly,GERMANYZEWECOSENIND,2021-05-11T09:00:00
Germany,ZEW Economic Sentiment Index,2021-05-31T00:00:00,84.4,Monthly,GERMANYZEWECOSENIND,2021-06-08T09:00:00
Germany,ZEW Economic Sentiment Index,2021-06-30T00:00:00,79.8,Monthly,GERMANYZEWECOSENIND,2021-07-06T09:00:00
Germany,ZEW Economic Sentiment Index,2021-07-31T00:00:00,63.3,Monthly,GERMANYZEWECOSENIND,2021-08-10T09:00:00
Germany,ZEW Economic Sentiment Index,2021-08-31T00:00:00,40.4,Monthly,GERMANYZEWECOSENIND,2021-08-10T09:00:00
Germany,ZEW Economic Sentiment Index,2021-09-30T00:00:00,26.5,Monthly,GERMANYZEWECOSENIND,2021-10-12T09:00:00
Germany,ZEW Economic Sentiment Index,2021-10-31T00:00:00,22.3,Monthly,GERMANYZEWECOSENIND,2021-11-09T10:00:00
Germany,ZEW Economic Sentiment Index,2021-11-30T00:00:00,31.7,Monthly,GERMANYZEWECOSENIND,2021-12-07T10:00:00
Germany,ZEW Economic Sentiment Index,2021-12-31T00:00:00,29.9,Monthly,GERMANYZEWECOSENIND,2022-01-18T10:00:00
Germany,ZEW Economic Sentiment Index,2022-01-31T00:00:00,51.7,Monthly,GERMANYZEWECOSENIND,2022-02-15T10:01:00
Germany,ZEW Economic Sentiment Index,2022-02-28T00:00:00,54.3,Monthly,GERMANYZEWECOSENIND,2022-03-15T10:01:00
Germany,ZEW Economic Sentiment Index,2022-03-31T00:00:00,-39.3,Monthly,GERMANYZEWECOSENIND,2022-04-12T09:01:00
Germany,ZEW Economic Sentiment Index,2022-04-30T00:00:00,-41,Monthly,GERMANYZEWECOSENIND,2022-05-10T09:01:00
Germany,ZEW Economic Sentiment Index,2022-05-31T00:00:00,-34.3,Monthly,GERMANYZEWECOSENIND,2022-06-14T09:01:00
Germany,ZEW Economic Sentiment Index,2022-06-30T00:00:00,-28,Monthly,GERMANYZEWECOSENIND,2022-07-12T09:02:00
Germany,ZEW Economic Sentiment Index,2022-07-31T00:00:00,-53.8,Monthly,GERMANYZEWECOSENIND,2022-08-16T09:02:00
Germany,ZEW Economic Sentiment Index,2022-08-31T00:00:00,-55.3,Monthly,GERMANYZEWECOSENIND,2022-09-13T09:02:00
Germany,ZEW Economic Sentiment Index,2022-09-30T00:00:00,-61.9,Monthly,GERMANYZEWECOSENIND,2022-10-18T09:01:00
Germany,ZEW Economic Sentiment Index,2022-10-31T00:00:00,-59.2,Monthly,GERMANYZEWECOSENIND,2022-11-15T10:01:00
Germany,ZEW Economic Sentiment Index,2022-11-30T00:00:00,-36.7,Monthly,GERMANYZEWECOSENIND,2022-12-13T10:00:00
Germany,ZEW Economic Sentiment Index,2022-12-31T00:00:00,-23.3,Monthly,GERMANYZEWECOSENIND,2022-12-13T10:00:00
Germany,ZEW Economic Sentiment Index,2023-01-31T00:00:00,16.9,Monthly,GERMANYZEWECOSENIND,2023-02-21T10:00:00
Germany,ZEW Economic Sentiment Index,2023-02-28T00:00:00,28.1,Monthly,GERMANYZEWECOSENIND,2023-02-21T10:00:00
Germany,ZEW Economic Sentiment Index,2023-03-31T00:00:00,13,Monthly,GERMANYZEWECOSENIND,2023-04-18T09:00:00
Germany,ZEW Economic Sentiment Index,2023-04-30T00:00:00,4.1,Monthly,GERMANYZEWECOSENIND,2023-05-16T09:00:00
Germany,ZEW Economic Sentiment Index,2023-05-31T00:00:00,-10.7,Monthly,GERMANYZEWECOSENIND,2023-06-13T09:00:00
Germany,ZEW Economic Sentiment Index,2023-06-30T00:00:00,-8.5,Monthly,GERMANYZEWECOSENIND,2023-07-11T09:00:00
Germany,ZEW Economic Sentiment Index,2023-07-31T00:00:00,-14.7,Monthly,GERMANYZEWECOSENIND,2023-08-15T09:00:00
Germany,ZEW Economic Sentiment Index,2023-08-31T00:00:00,-12.3,Monthly,GERMANYZEWECOSENIND,2023-09-12T09:00:00
Germany,ZEW Economic Sentiment Index,2023-09-30T00:00:00,-11.4,Monthly,GERMANYZEWECOSENIND,2023-10-17T09:00:00
Germany,ZEW Economic Sentiment Index,2023-10-31T00:00:00,-1.1,Monthly,GERMANYZEWECOSENIND,2023-11-14T10:00:00
Germany,ZEW Economic Sentiment Index,2023-11-30T00:00:00,9.8,Monthly,GERMANYZEWECOSENIND,2023-12-12T10:00:00
Germany,ZEW Economic Sentiment Index,2023-12-31T00:00:00,12.8,Monthly,GERMANYZEWECOSENIND,2024-01-16T10:00:00
Germany,ZEW Economic Sentiment Index,2024-01-31T00:00:00,15.2,Monthly,GERMANYZEWECOSENIND,2024-02-13T10:00:00
Germany,ZEW Economic Sentiment Index,2024-02-29T00:00:00,19.9,Monthly,GERMANYZEWECOSENIND,2024-03-19T10:00:00
Germany,ZEW Economic Sentiment Index,2024-03-31T00:00:00,31.7,Monthly,GERMANYZEWECOSENIND,2024-04-16T09:00:00
Germany,ZEW Economic Sentiment Index,2024-04-30T00:00:00,42.9,Monthly,GERMANYZEWECOSENIND,2024-05-14T09:00:00
Germany,ZEW Economic Sentiment Index,2024-05-31T00:00:00,47.1,Monthly,GERMANYZEWECOSENIND,2024-06-18T09:00:00
Germany,ZEW Economic Sentiment Index,2024-06-30T00:00:00,47.5,Monthly,GERMANYZEWECOSENIND,2024-07-16T09:00:00
Germany,ZEW Economic Sentiment Index,2024-07-31T00:00:00,41.8,Monthly,GERMANYZEWECOSENIND,2024-08-13T09:00:00
Germany,ZEW Economic Sentiment Index,2024-08-31T00:00:00,19.2,Monthly,GERMANYZEWECOSENIND,2024-09-17T09:01:00
Germany,ZEW Economic Sentiment Index,2024-09-30T00:00:00,3.6,Monthly,GERMANYZEWECOSENIND,2024-09-17T09:01:00
