trial,model,loss,acc,f1,hidden_size,num_layers,sequence_length,batch_size,learning_rate,epochs,mode
36,LSTM,0.5734601616859436,0.7398042414355628,0.4252226910454758,224,2,7,32,0.0018666829598892,26,MAX
37,LSTM,0.5743696093559265,0.7396257119609438,0.4251637043966323,212,2,4,128,0.0008038921283733,147,MAX
38,LSTM,0.5750793814659119,0.7400990099009901,0.4253200568990042,237,3,21,256,0.0109505356188873,10,MAX
39,LSTM,0.5720773339271545,0.7410788381742739,0.4256434699714013,254,2,28,32,0.0036288698037881,25,MAX
40,LSTM,0.5732673406600952,0.7398042414355628,0.4252226910454758,201,3,7,128,0.0018008948590194,88,MAX
41,LSTM,0.5750721096992493,0.7410788381742739,0.4256434699714013,164,3,28,256,0.0003940012684258,44,MAX
42,LSTM,0.571947455406189,0.7410788381742739,0.4256434699714013,181,3,28,256,0.0006043816137596,52,MAX
43,LSTM,0.5724759101867676,0.7410788381742739,0.4256434699714013,180,3,28,256,0.0009103583027526,57,MAX
44,LSTM,0.5719664096832275,0.7410788381742739,0.4256434699714013,221,3,28,256,0.0006176630359152,73,MAX
45,LSTM,0.5719279050827026,0.7410788381742739,0.4256434699714013,221,3,28,256,0.0005983461079508,67,MAX
46,LSTM,0.5741490125656128,0.7396257119609438,0.4251637043966323,251,3,4,256,0.0006495351911357,73,MAX
47,LSTM,0.5724830627441406,0.7410788381742739,0.4256434699714013,225,3,28,256,0.000567268823457,74,MAX
48,LSTM,0.5734795928001404,0.7399507793273175,0.4252710985384252,205,3,14,256,0.0010425673875305,93,MAX
49,LSTM,0.5735488533973694,0.7398042414355628,0.4252226910454758,276,3,7,256,0.0013395385118303,81,MAX
50,LSTM,0.5729445815086365,0.7410788381742739,0.4256434699714013,284,3,28,256,0.0007323951819671,57,MAX
51,LSTM,0.5721102356910706,0.7410788381742739,0.4256434699714013,213,3,28,256,0.0028982096522845,43,MAX
52,LSTM,0.5721960067749023,0.7410788381742739,0.4256434699714013,244,3,28,256,0.0042250451415719,19,MAX
53,LSTM,0.5730772018432617,0.7410788381742739,0.4256434699714013,227,3,28,256,0.0022861802518341,67,MAX
54,LSTM,0.5724881887435913,0.7410788381742739,0.4256434699714013,218,3,28,256,0.0014724956609102,54,MAX
55,LSTM,0.5720279812812805,0.7410788381742739,0.4256434699714013,193,3,28,256,0.0005010869060799,32,MAX
56,LSTM,0.571982204914093,0.7410788381742739,0.4256434699714013,178,3,28,256,0.0003513220199051,40,MAX
57,LSTM,0.5733352303504944,0.7400990099009901,0.4253200568990042,237,3,21,256,0.0011059992481068,63,MAX
58,LSTM,0.5719486474990845,0.7410788381742739,0.4256434699714013,209,3,28,64,0.0007567017117257,19,MAX
59,LSTM,0.5719581842422485,0.7410788381742739,0.4256434699714013,189,3,28,64,0.0006868698097796,69,MAX
60,LSTM,0.5723360180854797,0.7410788381742739,0.4256434699714013,187,3,28,64,0.0003581792714071,19,MAX
61,LSTM,0.5724930763244629,0.7410788381742739,0.4256434699714013,205,3,28,64,0.0005915735700677,70,MAX
62,LSTM,0.5719982981681824,0.7410788381742739,0.4256434699714013,198,3,28,64,0.0007804170435315,86,MAX
63,LSTM,0.5719578862190247,0.7410788381742739,0.4256434699714013,154,3,28,64,0.0002423360276093,104,MAX
64,LSTM,0.5733621120452881,0.7410788381742739,0.4256434699714013,154,3,28,64,0.0001290907014306,103,MAX
65,LSTM,0.5740712881088257,0.7396257119609438,0.4251637043966323,173,3,4,64,0.0002080593672994,115,MAX
66,LSTM,0.5722150802612305,0.7410788381742739,0.4256434699714013,162,3,28,64,0.0002513324882675,47,MAX
67,LSTM,0.5721343159675598,0.7410788381742739,0.4256434699714013,185,3,28,64,0.0004819736000946,36,MAX
68,LSTM,0.5730435848236084,0.7400990099009901,0.4253200568990042,153,3,21,64,0.0780500595744165,54,MAX
69,LSTM,0.5747630000114441,0.7399507793273175,0.4252710985384252,193,3,14,64,0.0002966553446874,134,MAX
70,LSTM,0.5719456076622009,0.7410788381742739,0.4256434699714013,167,3,28,64,0.0009552350882232,59,MAX
71,LSTM,0.5719863176345825,0.7410788381742739,0.4256434699714013,169,3,28,64,0.0009723139020867,61,MAX
72,LSTM,0.5719394087791443,0.7410788381742739,0.4256434699714013,182,3,28,64,0.0015666660362623,43,MAX
73,LSTM,0.5721083283424377,0.7410788381742739,0.4256434699714013,141,3,28,64,0.0016581900536458,33,MAX
74,LSTM,0.5719369053840637,0.7410788381742739,0.4256434699714013,148,3,28,64,0.001166949257245,47,MAX
75,LSTM,0.5736262798309326,0.7398042414355628,0.4252226910454758,132,3,7,64,0.0011817041658561,49,MAX
76,LSTM,0.5722059607505798,0.7410788381742739,0.4256434699714013,180,3,28,128,0.0014315674972995,30,MAX
77,LSTM,0.5718405842781067,0.7410788381742739,0.4256434699714013,166,3,28,32,0.000870744796004,40,MAX
78,LSTM,0.5717989206314087,0.7410788381742739,0.4256434699714013,169,3,28,32,0.000915538056413,41,MAX
79,LSTM,0.5717753171920776,0.7410788381742739,0.4256434699714013,122,3,28,32,0.0023716944478471,41,MAX
80,LSTM,0.5777369141578674,0.7396257119609438,0.4251637043966323,118,1,4,32,0.0023081150037544,43,MAX
81,LSTM,0.571925938129425,0.7410788381742739,0.4256434699714013,147,3,28,32,0.0009291360967982,46,MAX
82,LSTM,0.5720792412757874,0.7410788381742739,0.4256434699714013,147,3,28,32,0.0016103710979638,39,MAX
83,LSTM,0.5720751881599426,0.7410788381742739,0.4256434699714013,103,3,28,32,0.0012712628763707,37,MAX
84,LSTM,0.5755764842033386,0.7410788381742739,0.4256434699714013,123,3,28,32,0.0021643803832324,46,MAX
85,LSTM,0.5720697045326233,0.7410788381742739,0.4256434699714013,128,3,28,32,0.0038244597807414,27,MAX
86,LSTM,0.571899950504303,0.7410788381742739,0.4256434699714013,147,3,28,32,0.0027172410791933,51,MAX
87,LSTM,0.5735206604003906,0.7399507793273175,0.4252710985384252,139,3,14,32,0.0050864006353159,43,MAX
88,LSTM,0.5719507336616516,0.7410788381742739,0.4256434699714013,150,3,28,32,0.0025699472936254,53,MAX
89,LSTM,0.5720943808555603,0.7410788381742739,0.4256434699714013,160,3,28,32,0.0019302423270809,23,MAX
90,LSTM,0.5729288458824158,0.7400990099009901,0.4253200568990042,135,3,21,32,0.0068429824239062,32,MAX
91,LSTM,0.5719360113143921,0.7410788381742739,0.4256434699714013,92,3,28,32,0.000844303561068,48,MAX
92,LSTM,0.5720368027687073,0.7410788381742739,0.4256434699714013,88,3,28,32,0.0008488877119175,40,MAX
93,LSTM,0.5719404220581055,0.7410788381742739,0.4256434699714013,114,3,28,32,0.0542487981275997,47,MAX
94,LSTM,0.5720657110214233,0.7410788381742739,0.4256434699714013,67,3,28,32,0.0010533725673695,56,MAX
95,LSTM,0.5719700455665588,0.7410788381742739,0.4256434699714013,97,3,28,32,0.0028825386049431,63,MAX
96,LSTM,0.5736004114151001,0.7398042414355628,0.4252226910454758,174,3,7,32,0.0033497329169904,50,MAX
97,LSTM,0.5721355676651001,0.7410788381742739,0.4256434699714013,54,3,28,32,0.0004345154710942,42,MAX
98,LSTM,0.5719500184059143,0.7410788381742739,0.4256434699714013,145,3,28,32,0.0005325065568532,30,MAX
99,LSTM,0.5718553066253662,0.7410788381742739,0.4256434699714013,157,3,28,32,0.001536307765653,34,MAX
0,LSTM_AA,0.5736373662948608,0.7398042414355628,0.4252226910454758,78,1,7,128,0.0012956806453602,139,MAX
1,LSTM_AA,0.5750912427902222,0.7398042414355628,0.4252226910454758,160,1,7,64,0.000166856646336,35,MAX
2,LSTM_AA,0.5752291679382324,0.7398042414355628,0.4252226910454758,246,1,7,128,0.0023854042599731,37,MAX
3,LSTM_AA,0.5734492540359497,0.7396257119609438,0.4251637043966323,181,1,4,256,0.0953982459644362,138,MAX
4,LSTM_AA,0.5735858678817749,0.7400990099009901,0.4253200568990042,155,3,21,32,0.0196856257982949,17,MAX
5,LSTM_AA,0.573332667350769,0.7400990099009901,0.4253200568990042,85,1,21,64,0.0028856788075994,139,MAX
6,LSTM_AA,0.5720155239105225,0.7410788381742739,0.4256434699714013,113,3,28,64,0.0900806650357139,47,MAX
7,LSTM_AA,0.573989748954773,0.7399507793273175,0.4252710985384252,198,3,14,32,0.0158578170073123,196,MAX
8,LSTM_AA,0.5730614066123962,0.7400990099009901,0.4253200568990042,141,2,21,32,0.0002599920609478,131,MAX
9,LSTM_AA,0.5730619430541992,0.7400990099009901,0.4253200568990042,78,3,21,32,0.0073728006104543,39,MAX
10,LSTM_AA,0.5720820426940918,0.7410788381742739,0.4256434699714013,269,2,28,64,0.0730154302351839,75,MAX
11,LSTM_AA,0.5725246667861938,0.7410788381742739,0.4256434699714013,276,2,28,64,0.070067428948494,79,MAX
12,LSTM_AA,0.5720201730728149,0.7410788381742739,0.4256434699714013,228,2,28,64,0.0355822012200371,82,MAX
13,LSTM_AA,0.5722705721855164,0.7410788381742739,0.4256434699714013,220,3,28,64,0.0258877828401499,75,MAX
14,LSTM_AA,0.571904182434082,0.7410788381742739,0.4256434699714013,127,2,28,256,0.0345418804147927,109,MAX
15,LSTM_AA,0.5719109773635864,0.7410788381742739,0.4256434699714013,118,2,28,256,0.0078602332107274,108,MAX
16,LSTM_AA,0.5732972621917725,0.7399507793273175,0.4252710985384252,122,2,14,256,0.0071956981469512,107,MAX
17,LSTM_AA,0.5734236836433411,0.7396257119609438,0.4251637043966323,114,2,4,256,0.0010263128090804,177,MAX
18,LSTM_AA,0.5718797445297241,0.7410788381742739,0.4256434699714013,50,2,28,256,0.0083583063711478,106,MAX
19,LSTM_AA,0.5719863176345825,0.7410788381742739,0.4256434699714013,53,2,28,256,0.0104176650772591,162,MAX
20,LSTM_AA,0.5719600915908813,0.7410788381742739,0.4256434699714013,51,2,28,256,0.045510129386107,118,MAX
21,LSTM_AA,0.5719209313392639,0.7410788381742739,0.4256434699714013,90,2,28,256,0.0059793299131258,99,MAX
22,LSTM_AA,0.5722308158874512,0.7410788381742739,0.4256434699714013,132,2,28,256,0.0047127594087642,97,MAX
23,LSTM_AA,0.5718197226524353,0.7410788381742739,0.4256434699714013,103,2,28,256,0.0134865071643891,159,MAX
24,LSTM_AA,0.5721272230148315,0.7410788381742739,0.4256434699714013,96,2,28,256,0.0166470165926291,153,MAX
25,LSTM_AA,0.5738198757171631,0.7396257119609438,0.4251637043966323,58,2,4,256,0.0350941000482763,177,MAX
26,LSTM_AA,0.573411762714386,0.7399507793273175,0.4252710985384252,102,1,14,128,0.0135315640530585,121,MAX
27,LSTM_AA,0.5719013214111328,0.7410788381742739,0.4256434699714013,141,3,28,256,0.0013061814191556,55,MAX
28,LSTM_AA,0.5719882845878601,0.7410788381742739,0.4256434699714013,70,3,28,256,0.0004282960820261,62,MAX
29,LSTM_AA,0.5747966766357422,0.7398042414355628,0.4252226910454758,146,3,7,128,0.0013285756730928,200,MAX
30,LSTM_AA,0.5720736980438232,0.7410788381742739,0.4256434699714013,171,3,28,256,0.0016877925031204,18,MAX
31,LSTM_AA,0.5718608498573303,0.7410788381742739,0.4256434699714013,130,2,28,256,0.0035921321380477,88,MAX
32,LSTM_AA,0.5733718872070312,0.7410788381742739,0.4256434699714013,186,2,28,256,0.0007532176532182,54,MAX
33,LSTM_AA,0.5733336210250854,0.7398042414355628,0.4252226910454758,163,1,7,256,0.0044470735081057,89,MAX
34,LSTM_AA,0.5722115635871887,0.7410788381742739,0.4256434699714013,102,2,28,128,0.0022662246889655,27,MAX
35,LSTM_AA,0.5752044320106506,0.7396257119609438,0.4251637043966323,69,1,4,256,0.0001059677900077,70,MAX
36,LSTM_AA,0.5733399391174316,0.7398042414355628,0.4252226910454758,298,1,7,256,0.0036485280950085,61,MAX
37,LSTM_AA,0.5722275376319885,0.7410788381742739,0.4256434699714013,150,2,28,256,0.0005688577613586,145,MAX
38,LSTM_AA,0.5731047987937927,0.7399507793273175,0.4252710985384252,106,3,14,256,0.0097520692242594,125,MAX
39,LSTM_AA,0.5728673934936523,0.7400990099009901,0.4253200568990042,135,2,21,32,0.0021694517446499,94,MAX
40,LSTM_AA,0.5719588398933411,0.7410788381742739,0.4256434699714013,199,3,28,128,0.0033212469455622,45,MAX
41,LSTM_AA,0.5719255805015564,0.7410788381742739,0.4256434699714013,164,2,28,256,0.0255148345360033,113,MAX
42,LSTM_AA,0.5719374418258667,0.7410788381742739,0.4256434699714013,126,2,28,256,0.0124636493274204,87,MAX
43,LSTM_AA,0.5719231367111206,0.7410788381742739,0.4256434699714013,83,2,28,256,0.0248721955451018,138,MAX
44,LSTM_AA,0.5723901987075806,0.7410788381742739,0.4256434699714013,138,2,28,256,0.0536942009882047,130,MAX
45,LSTM_AA,0.5729263424873352,0.7400990099009901,0.4253200568990042,154,2,21,32,0.0055886281561768,185,MAX
46,LSTM_AA,0.5719589591026306,0.7410788381742739,0.4256434699714013,66,2,28,256,0.0209973985615395,157,MAX
47,LSTM_AA,0.5721481442451477,0.7410788381742739,0.4256434699714013,178,1,28,256,0.001441955818368,62,MAX
48,LSTM_AA,0.5736175179481506,0.7396257119609438,0.4251637043966323,124,3,4,64,0.0010053651239368,31,MAX
49,LSTM_AA,0.572039008140564,0.7410788381742739,0.4256434699714013,111,2,28,32,0.0094500379776758,106,MAX
50,LSTM_AA,0.5732097625732422,0.7399507793273175,0.4252710985384252,94,2,14,256,0.0025091783486409,84,MAX
51,LSTM_AA,0.5719053745269775,0.7410788381742739,0.4256434699714013,120,2,28,256,0.0068460465863449,111,MAX
52,LSTM_AA,0.5719360709190369,0.7410788381742739,0.4256434699714013,142,2,28,256,0.0068856466439362,115,MAX
53,LSTM_AA,0.5719343423843384,0.7410788381742739,0.4256434699714013,126,2,28,256,0.0043978420242404,99,MAX
54,LSTM_AA,0.5719428658485413,0.7410788381742739,0.4256434699714013,79,1,28,256,0.0363405264558416,126,MAX
55,LSTM_AA,0.5722140669822693,0.7410788381742739,0.4256434699714013,115,3,28,256,0.0171479770705213,76,MAX
56,LSTM_AA,0.5732452273368835,0.7400990099009901,0.4253200568990042,130,2,21,64,0.0120848544039653,145,MAX
57,LSTM_AA,0.5723337531089783,0.7410788381742739,0.4256434699714013,191,2,28,256,0.0018320248932159,103,MAX
58,LSTM_AA,0.5737172365188599,0.7398042414355628,0.4252226910454758,153,2,7,256,0.0030118136470939,70,MAX
59,LSTM_AA,0.5718173384666443,0.7410788381742739,0.4256434699714013,92,2,28,256,0.0060953349387149,89,MAX
60,LSTM_AA,0.5720502734184265,0.7410788381742739,0.4256434699714013,64,2,28,128,0.000321929365197,91,MAX
61,LSTM_AA,0.5718950629234314,0.7410788381742739,0.4256434699714013,89,2,28,256,0.005489160856645,108,MAX
62,LSTM_AA,0.5719699859619141,0.7410788381742739,0.4256434699714013,87,2,28,256,0.0091641758569458,82,MAX
63,LSTM_AA,0.5719570517539978,0.7410788381742739,0.4256434699714013,98,2,28,256,0.0050580965719621,120,MAX
64,LSTM_AA,0.5719902515411377,0.7410788381742739,0.4256434699714013,109,2,28,256,0.0036248511755129,11,MAX
65,LSTM_AA,0.5719246864318848,0.7410788381742739,0.4256434699714013,72,2,28,256,0.0142537044516319,165,MAX
66,LSTM_AA,0.5739490389823914,0.7396257119609438,0.4251637043966323,57,2,4,256,0.0061284952021911,50,MAX
67,LSTM_AA,0.5720636248588562,0.7410788381742739,0.4256434699714013,89,2,28,64,0.0880110446142055,69,MAX
68,LSTM_AA,0.5731106996536255,0.7399507793273175,0.4252710985384252,76,2,14,256,0.0086078844955453,102,MAX
69,LSTM_AA,0.5719425082206726,0.7410788381742739,0.4256434699714013,104,2,28,32,0.0009708594188985,133,MAX
70,LSTM_AA,0.5735955834388733,0.7398042414355628,0.4252226910454758,144,2,7,256,0.003853837065954,92,MAX
71,LSTM_AA,0.5718979239463806,0.7410788381742739,0.4256434699714013,119,2,28,256,0.0071560000835484,108,MAX
72,LSTM_AA,0.5719477534294128,0.7410788381742739,0.4256434699714013,119,2,28,256,0.0026412089106486,108,MAX
73,LSTM_AA,0.5721908807754517,0.7410788381742739,0.4256434699714013,92,2,28,256,0.0052671614489903,97,MAX
74,LSTM_AA,0.5719287991523743,0.7410788381742739,0.4256434699714013,133,2,28,256,0.0082119321703054,117,MAX
75,LSTM_AA,0.5720113515853882,0.7410788381742739,0.4256434699714013,169,2,28,256,0.0197162283178605,111,MAX
76,LSTM_AA,0.5720949172973633,0.7410788381742739,0.4256434699714013,83,2,28,128,0.0121359376587191,124,MAX
77,LSTM_AA,0.5732554793357849,0.7400990099009901,0.4253200568990042,100,2,21,256,0.0107725233184041,79,MAX
78,LSTM_AA,0.5718514919281006,0.7410788381742739,0.4256434699714013,112,2,28,256,0.0319857071989858,102,MAX
79,LSTM_AA,0.5719266533851624,0.7410788381742739,0.4256434699714013,112,2,28,256,0.0045038426851308,55,MAX
80,LSTM_AA,0.5719279646873474,0.7410788381742739,0.4256434699714013,62,3,28,256,0.0534367985839449,95,MAX
81,LSTM_AA,0.5719938278198242,0.7410788381742739,0.4256434699714013,128,2,28,256,0.0471658514695439,39,MAX
82,LSTM_AA,0.5720568299293518,0.7410788381742739,0.4256434699714013,50,2,28,256,0.0311033437205935,87,MAX
83,LSTM_AA,0.5718929171562195,0.7410788381742739,0.4256434699714013,137,2,28,256,0.0065006415793699,103,MAX
84,LSTM_AA,0.5719319581985474,0.7410788381742739,0.4256434699714013,159,2,28,256,0.0071729834654862,102,MAX
85,LSTM_AA,0.5739618539810181,0.7396257119609438,0.4251637043966323,138,2,4,256,0.0061308255187969,187,MAX
86,LSTM_AA,0.5718932151794434,0.7410788381742739,0.4256434699714013,119,2,28,256,0.0039852106031613,86,MAX
87,LSTM_AA,0.5718135237693787,0.7410788381742739,0.4256434699714013,108,2,28,32,0.0032562458055392,86,MAX
88,LSTM_AA,0.5733187198638916,0.7399507793273175,0.4252710985384252,106,2,14,32,0.0020404079973243,86,MAX
89,LSTM_AA,0.5718947052955627,0.7410788381742739,0.4256434699714013,95,2,28,32,0.0031907459721892,79,MAX
90,LSTM_AA,0.57188880443573,0.7410788381742739,0.4256434699714013,97,2,28,32,0.0027456880586252,66,MAX
91,LSTM_AA,0.571810781955719,0.7410788381742739,0.4256434699714013,96,2,28,32,0.0030868904943534,68,MAX
92,LSTM_AA,0.5719004273414612,0.7410788381742739,0.4256434699714013,114,2,28,32,0.0039049687648667,65,MAX
93,LSTM_AA,0.5719558596611023,0.7410788381742739,0.4256434699714013,101,2,28,32,0.0027690619171759,74,MAX
94,LSTM_AA,0.5719160437583923,0.7410788381742739,0.4256434699714013,76,2,28,32,0.0016373144548906,90,MAX
95,LSTM_AA,0.571876049041748,0.7410788381742739,0.4256434699714013,109,2,28,32,0.002383225814739,73,MAX
96,LSTM_AA,0.5738821029663086,0.7398042414355628,0.4252226910454758,108,2,7,32,0.0023618794571265,66,MAX
97,LSTM_AA,0.5720368027687073,0.7410788381742739,0.4256434699714013,242,2,28,32,0.0029572306838062,60,MAX
98,LSTM_AA,0.5729853510856628,0.7400990099009901,0.4253200568990042,82,2,21,32,0.0033463668642042,74,MAX
99,LSTM_AA,0.5738396048545837,0.7410788381742739,0.4256434699714013,98,2,28,32,0.0018353305463189,79,MAX
0,LSTM_AA,0.5734299421310425,0.7400990099009901,0.4253200568990042,181,3,21,128,0.0014149219634147,148,MIN
1,LSTM_AA,0.5747957229614258,0.7396257119609438,0.4251637043966323,281,3,4,64,0.0001368926675977,102,MIN
2,LSTM_AA,0.5737450122833252,0.7399507793273175,0.4252710985384252,173,3,14,32,0.0010569023803039,185,MIN
3,LSTM_AA,0.5736903548240662,0.7398042414355628,0.4252226910454758,294,1,7,32,0.0005431129043479,135,MIN
4,LSTM_AA,0.5736194252967834,0.7399507793273175,0.4252710985384252,250,1,14,256,0.0001183491434213,181,MIN
5,LSTM_AA,0.5735043883323669,0.7396257119609438,0.4251637043966323,241,1,4,256,0.0159588493966003,61,MIN
6,LSTM_AA,0.573750913143158,0.7398042414355628,0.4252226910454758,171,2,7,256,0.0073002261743921,166,MIN
7,LSTM_AA,0.5733405947685242,0.7399507793273175,0.4252710985384252,115,1,14,64,0.0289277981629175,62,MIN
8,LSTM_AA,0.5737503170967102,0.7396257119609438,0.4251637043966323,108,3,4,64,0.0025157473329645,125,MIN
9,LSTM_AA,0.5731560587882996,0.7399507793273175,0.4252710985384252,128,3,14,256,0.0339461909699567,123,MIN
10,LSTM_AA,0.5730915069580078,0.7402489626556017,0.4253695755841679,60,2,28,128,0.0736526620002278,23,MIN
11,LSTM_AA,0.5728392004966736,0.7402489626556017,0.4253695755841679,58,2,28,128,0.0896995916860338,13,MIN
12,LSTM_AA,0.5729742646217346,0.7402489626556017,0.4253695755841679,53,2,28,128,0.0972133851493164,21,MIN
13,LSTM_AA,0.5728530287742615,0.7402489626556017,0.4253695755841679,51,2,28,128,0.0871730387701571,13,MIN
14,LSTM_AA,0.5728484392166138,0.7402489626556017,0.4253695755841679,77,2,28,128,0.0072958915549854,57,MIN
15,LSTM_AA,0.5728684067726135,0.7402489626556017,0.4253695755841679,88,2,28,128,0.0089885170451285,53,MIN
16,LSTM_AA,0.5727992057800293,0.7402489626556017,0.4253695755841679,87,2,28,128,0.0051705193805147,89,MIN
17,LSTM_AA,0.5731082558631897,0.7400990099009901,0.4253200568990042,137,2,21,128,0.0004858779321207,94,MIN
18,LSTM_AA,0.5727493762969971,0.7402489626556017,0.4253695755841679,89,1,28,128,0.0032770773930024,85,MIN
19,LSTM_AA,0.573123037815094,0.7402489626556017,0.4253695755841679,147,1,28,32,0.004076501533655,83,MIN
20,LSTM_AA,0.5727086067199707,0.7402489626556017,0.4253695755841679,97,1,28,128,0.0034459878906729,80,MIN
21,LSTM_AA,0.5727086067199707,0.7402489626556017,0.4253695755841679,95,1,28,128,0.0030580456580277,83,MIN
22,LSTM_AA,0.5729100108146667,0.7402489626556017,0.4253695755841679,102,1,28,128,0.0023339432667351,76,MIN
23,LSTM_AA,0.5727881789207458,0.7402489626556017,0.4253695755841679,151,1,28,128,0.0008179771289068,36,MIN
24,LSTM_AA,0.5734018087387085,0.7398042414355628,0.4252226910454758,195,1,7,128,0.0016629303891418,109,MIN
25,LSTM_AA,0.5727599263191223,0.7402489626556017,0.4253695755841679,86,1,28,128,0.0150403437641754,75,MIN
26,LSTM_AA,0.5733816027641296,0.7400990099009901,0.4253200568990042,120,1,21,128,0.0035541913848287,113,MIN
27,LSTM_AA,0.5730771422386169,0.7402489626556017,0.4253695755841679,73,1,28,64,0.0002178177224006,42,MIN
28,LSTM_AA,0.5732863545417786,0.7402489626556017,0.4253695755841679,209,1,28,32,0.0024929938655442,97,MIN
29,LSTM_AA,0.572991669178009,0.7400990099009901,0.4253200568990042,104,1,21,128,0.001847360136753,72,MIN
30,LSTM_AA,0.5727631449699402,0.7402489626556017,0.4253695755841679,164,1,28,128,0.0010765279744538,151,MIN
31,LSTM_AA,0.5727908611297607,0.7402489626556017,0.4253695755841679,95,1,28,128,0.0133359363380127,71,MIN
32,LSTM_AA,0.5735034942626953,0.7402489626556017,0.4253695755841679,73,1,28,128,0.0166478019818264,81,MIN
33,LSTM_AA,0.574273943901062,0.7396257119609438,0.4251637043966323,123,1,4,128,0.0052731569486216,43,MIN
34,LSTM_AA,0.5726597905158997,0.7402489626556017,0.4253695755841679,89,1,28,128,0.0112704402707279,103,MIN
35,LSTM_AA,0.5740775465965271,0.7398042414355628,0.4252226910454758,134,1,7,32,0.0262712084481827,106,MIN
36,LSTM_AA,0.5731378793716431,0.7402489626556017,0.4253695755841679,71,1,28,64,0.0099892673543596,141,MIN
37,LSTM_AA,0.5732919573783875,0.7399507793273175,0.4252710985384252,110,1,14,256,0.0051371660209468,126,MIN
38,LSTM_AA,0.5747655034065247,0.7396257119609438,0.4251637043966323,150,1,4,128,0.0012371023416094,101,MIN
39,LSTM_AA,0.5740358829498291,0.7398042414355628,0.4252226910454758,253,1,7,32,0.0032675366781436,113,MIN
40,LSTM_AA,0.5762884020805359,0.7400990099009901,0.4253200568990042,185,1,21,256,0.0006998674818739,86,MIN
41,LSTM_AA,0.5731781125068665,0.7402489626556017,0.4253695755841679,89,1,28,128,0.0453905380292893,66,MIN
42,LSTM_AA,0.574059009552002,0.7402489626556017,0.4253695755841679,87,1,28,128,0.0178939166847648,194,MIN
43,LSTM_AA,0.5737598538398743,0.7402489626556017,0.4253695755841679,66,1,28,128,0.0066113119317305,94,MIN
44,LSTM_AA,0.5733110308647156,0.7399507793273175,0.4252710985384252,99,1,14,128,0.0107202398781215,73,MIN
45,LSTM_AA,0.5731536149978638,0.7402489626556017,0.4253695755841679,80,3,28,64,0.0240658016691458,52,MIN
46,LSTM_AA,0.5727767944335938,0.7402489626556017,0.4253695755841679,113,1,28,128,0.0459699304801725,81,MIN
47,LSTM_AA,0.5737975239753723,0.7396257119609438,0.4251637043966323,63,2,4,128,0.0019685786491771,64,MIN
48,LSTM_AA,0.5727527737617493,0.7402489626556017,0.4253695755841679,131,1,28,256,0.00450201259185,124,MIN
49,LSTM_AA,0.5730440616607666,0.7402489626556017,0.4253695755841679,134,1,28,256,0.0044166257931774,135,MIN
50,LSTM_AA,0.5744925141334534,0.7399507793273175,0.4252710985384252,99,2,14,256,0.0028695412661807,120,MIN
51,LSTM_AA,0.5728393197059631,0.7402489626556017,0.4253695755841679,82,1,28,256,0.0074403850505356,160,MIN
52,LSTM_AA,0.5727638006210327,0.7402489626556017,0.4253695755841679,116,1,28,256,0.0119422367819123,92,MIN
53,LSTM_AA,0.5727453827857971,0.7402489626556017,0.4253695755841679,94,1,28,128,0.0079340578657528,129,MIN
54,LSTM_AA,0.5726853013038635,0.7402489626556017,0.4253695755841679,126,1,28,256,0.0063417877417332,129,MIN
55,LSTM_AA,0.5736437439918518,0.7402489626556017,0.4253695755841679,96,1,28,128,0.0060073792754051,134,MIN
56,LSTM_AA,0.5728963017463684,0.7402489626556017,0.4253695755841679,108,1,28,128,0.0084324400999703,147,MIN
57,LSTM_AA,0.5728017687797546,0.7402489626556017,0.4253695755841679,50,2,28,64,0.0034987579416225,173,MIN
58,LSTM_AA,0.5734043121337891,0.7398042414355628,0.4252226910454758,121,1,7,128,0.0203535933060674,115,MIN
59,LSTM_AA,0.572833240032196,0.7402489626556017,0.4253695755841679,161,1,28,128,0.0015851114016464,101,MIN
60,LSTM_AA,0.5743358135223389,0.7402489626556017,0.4253695755841679,93,1,28,32,0.0022296191178187,106,MIN
61,LSTM_AA,0.5727773904800415,0.7402489626556017,0.4253695755841679,128,1,28,256,0.0039450373106149,129,MIN
62,LSTM_AA,0.5727217197418213,0.7402489626556017,0.4253695755841679,143,1,28,256,0.0046219899651818,122,MIN
63,LSTM_AA,0.5727502703666687,0.7402489626556017,0.4253695755841679,104,1,28,256,0.0059855283868952,117,MIN
64,LSTM_AA,0.5727264881134033,0.7402489626556017,0.4253695755841679,144,1,28,256,0.0080692740748071,140,MIN
65,LSTM_AA,0.5728857517242432,0.7400990099009901,0.4253200568990042,145,1,21,256,0.0089243401033733,156,MIN
66,LSTM_AA,0.5727748870849609,0.7402489626556017,0.4253695755841679,141,1,28,256,0.0128851988607173,142,MIN
67,LSTM_AA,0.5726419687271118,0.7402489626556017,0.4253695755841679,157,3,28,256,0.0071489523013176,132,MIN
68,LSTM_AA,0.5739800930023193,0.7396257119609438,0.4251637043966323,183,2,4,256,0.0066280137932256,141,MIN
69,LSTM_AA,0.5728188753128052,0.7402489626556017,0.4253695755841679,159,3,28,256,0.0027394014719169,165,MIN
70,LSTM_AA,0.5731985569000244,0.7402489626556017,0.4253695755841679,170,3,28,256,0.0045180734067877,110,MIN
71,LSTM_AA,0.5727859139442444,0.7402489626556017,0.4253695755841679,156,3,28,256,0.0077510004546271,129,MIN
